Date,Rainfall_mm,Temp_Max_C,Temp_Min_C,WindSpeed_Max_kmh,City
2000-07-01,0.0,35.1,19.5,20.2,Cairo
2000-07-02,0.0,36.7,19.6,18.4,Cairo
2000-07-03,0.0,37.3,19.8,18.0,Cairo
2000-07-04,0.0,37.7,19.9,15.8,Cairo
2000-07-05,0.0,38.8,20.1,16.9,Cairo
2000-07-06,0.0,38.9,20.1,13.8,Cairo
2000-07-07,0.0,40.1,21.1,14.1,Cairo
2000-07-08,0.0,41.1,21.3,14.0,Cairo
2000-07-09,0.0,39.4,21.2,15.3,Cairo
2000-07-10,0.0,38.5,22.8,12.4,Cairo
2000-07-11,0.0,38.8,21.9,18.0,Cairo
2000-07-12,0.0,38.4,20.2,15.8,Cairo
2000-07-13,0.0,40.7,20.3,18.0,Cairo
2000-07-14,0.0,39.9,21.2,19.5,Cairo
2000-07-15,0.0,36.0,20.2,17.7,Cairo
2000-07-16,0.0,35.2,19.5,20.0,Cairo
2000-07-17,0.0,35.6,19.6,20.2,Cairo
2000-07-18,0.0,34.1,20.9,18.0,Cairo
2000-07-19,0.0,35.9,19.8,18.5,Cairo
2000-07-20,0.0,36.6,20.9,15.4,Cairo
2000-07-21,0.0,37.0,22.0,17.8,Cairo
2000-07-22,0.0,36.2,22.2,21.6,Cairo
2000-07-23,0.0,33.9,20.9,21.3,Cairo
2000-07-24,0.0,33.8,21.4,15.0,Cairo
2000-07-25,0.0,35.6,19.9,11.9,Cairo
2000-07-26,0.0,36.8,21.6,13.7,Cairo
2000-07-27,0.0,36.9,21.4,16.3,Cairo
2000-07-28,0.0,38.6,21.7,17.1,Cairo
2000-07-29,0.0,41.3,25.2,16.4,Cairo
2000-07-30,0.0,42.7,25.7,19.5,Cairo
2000-07-31,0.0,39.7,22.7,23.4,Cairo
2000-08-01,0.0,36.0,22.2,20.0,Cairo
2000-08-02,0.0,35.9,22.1,24.3,Cairo
2000-08-03,0.0,35.8,20.8,23.5,Cairo
2000-08-04,0.0,35.2,20.8,18.2,Cairo
2000-08-05,0.0,34.5,20.7,17.3,Cairo
2000-08-06,0.0,36.0,21.3,18.1,Cairo
2000-08-07,0.0,36.0,20.6,15.8,Cairo
2000-08-08,0.0,35.6,20.0,18.0,Cairo
2000-08-09,0.0,34.4,20.2,16.8,Cairo
2000-08-10,0.0,33.7,19.0,17.0,Cairo
2000-08-11,0.0,34.7,20.5,16.3,Cairo
2000-08-12,0.0,35.1,22.3,20.6,Cairo
2000-08-13,0.0,34.2,22.8,19.0,Cairo
2000-08-14,0.0,33.9,22.1,15.7,Cairo
2000-08-15,0.0,34.9,21.5,14.0,Cairo
2000-08-16,0.0,36.3,21.8,14.3,Cairo
2000-08-17,0.0,36.4,22.7,18.9,Cairo
2000-08-18,0.0,35.8,21.6,15.4,Cairo
2000-08-19,0.0,35.2,20.9,16.9,Cairo
2000-08-20,0.0,35.8,21.7,16.0,Cairo
2000-08-21,0.0,36.1,22.5,19.5,Cairo
2000-08-22,0.0,36.5,21.6,16.7,Cairo
2000-08-23,0.0,37.0,21.5,16.2,Cairo
2000-08-24,0.0,36.9,20.4,17.7,Cairo
2000-08-25,0.0,38.1,21.4,15.1,Cairo
2000-08-26,0.0,37.9,23.0,16.8,Cairo
2000-08-27,0.0,36.4,21.7,22.3,Cairo
2000-08-28,0.0,35.2,20.4,22.0,Cairo
2000-08-29,0.0,35.2,19.4,19.5,Cairo
2000-08-30,0.0,34.4,19.7,18.7,Cairo
2000-08-31,0.0,33.8,20.6,17.4,Cairo
2000-09-01,0.0,34.3,21.0,18.4,Cairo
2000-09-02,0.0,34.8,18.9,17.7,Cairo
2000-09-03,0.0,38.0,18.0,18.1,Cairo
2000-09-04,0.0,34.9,19.9,17.7,Cairo
2000-09-05,0.0,36.6,19.3,18.1,Cairo
2000-09-06,0.0,36.3,19.8,18.5,Cairo
2000-09-07,0.0,34.4,21.0,16.9,Cairo
2000-09-08,0.0,32.7,19.9,14.4,Cairo
2000-09-09,0.0,32.8,20.6,23.0,Cairo
2000-09-10,0.0,34.9,19.3,21.4,Cairo
2000-09-11,0.0,36.3,18.9,15.5,Cairo
2000-09-12,0.0,36.6,20.3,16.3,Cairo
2000-09-13,0.0,33.6,21.2,17.5,Cairo
2000-09-14,0.0,32.3,19.7,17.5,Cairo
2000-09-15,0.0,32.1,19.1,16.9,Cairo
2000-09-16,0.0,31.3,18.5,16.5,Cairo
2000-09-17,0.0,31.9,18.9,18.0,Cairo
2000-09-18,0.0,32.4,18.7,17.9,Cairo
2000-09-19,0.0,33.5,19.8,20.4,Cairo
2000-09-20,0.0,33.8,19.2,17.3,Cairo
2000-09-21,0.0,35.5,20.0,14.8,Cairo
2000-09-22,0.0,35.8,20.0,11.4,Cairo
2000-09-23,0.0,36.2,19.3,13.4,Cairo
2000-09-24,0.0,35.1,19.7,18.0,Cairo
2000-09-25,0.0,33.0,20.6,18.2,Cairo
2000-09-26,0.0,32.1,18.1,21.1,Cairo
2000-09-27,0.0,30.1,18.0,18.1,Cairo
2000-09-28,0.0,28.5,18.3,16.4,Cairo
2000-09-29,0.0,29.5,15.5,17.5,Cairo
2000-09-30,0.0,29.9,18.3,21.3,Cairo
2000-10-01,0.0,30.1,16.8,19.0,Cairo
2000-10-02,0.0,31.0,16.6,16.9,Cairo
2000-10-03,0.0,31.1,17.3,19.7,Cairo
2000-10-04,0.0,32.9,18.4,15.4,Cairo
2000-10-05,0.0,32.7,18.0,14.2,Cairo
2000-10-06,0.0,32.3,17.4,16.5,Cairo
2000-10-07,0.0,32.3,17.1,18.2,Cairo
2000-10-08,0.0,34.5,19.3,19.1,Cairo
2000-10-09,0.0,34.2,19.1,17.8,Cairo
2000-10-10,0.0,31.9,19.6,15.4,Cairo
2000-10-11,0.0,29.8,17.8,16.8,Cairo
2000-10-12,0.0,29.5,17.6,16.5,Cairo
2000-10-13,0.0,27.0,16.9,16.0,Cairo
2000-10-14,0.0,28.9,16.7,14.7,Cairo
2000-10-15,0.0,29.6,18.0,15.9,Cairo
2000-10-16,0.0,29.0,18.4,19.9,Cairo
2000-10-17,0.0,30.3,18.3,16.1,Cairo
2000-10-18,0.0,29.6,16.5,15.7,Cairo
2000-10-19,0.0,28.6,17.5,17.3,Cairo
2000-10-20,0.0,28.5,17.2,20.4,Cairo
2000-10-21,0.0,26.5,16.3,19.0,Cairo
2000-10-22,0.0,25.5,15.6,21.4,Cairo
2000-10-23,0.0,23.6,14.3,22.4,Cairo
2000-10-24,0.0,21.9,12.8,27.6,Cairo
2000-10-25,0.0,22.9,13.6,25.6,Cairo
2000-10-26,0.0,23.9,13.0,12.3,Cairo
2000-10-27,0.0,24.6,14.1,13.7,Cairo
2000-10-28,0.0,26.3,13.2,13.2,Cairo
2000-10-29,0.0,27.6,14.2,14.4,Cairo
2000-10-30,0.0,26.6,13.1,15.6,Cairo
2000-10-31,0.0,25.8,13.8,17.0,Cairo
2000-11-01,0.0,26.3,13.4,16.5,Cairo
2000-11-02,0.0,26.6,13.7,19.8,Cairo
2000-11-03,0.0,26.6,13.3,19.9,Cairo
2000-11-04,0.0,27.8,14.2,20.1,Cairo
2000-11-05,0.0,26.8,14.0,18.5,Cairo
2000-11-06,0.0,26.9,14.5,17.8,Cairo
2000-11-07,0.0,26.5,13.8,16.7,Cairo
2000-11-08,0.0,28.2,14.4,21.4,Cairo
2000-11-09,0.0,28.4,14.8,20.9,Cairo
2000-11-10,0.0,28.6,13.6,22.6,Cairo
2000-11-11,0.0,29.5,13.9,19.1,Cairo
2000-11-12,0.0,28.2,13.6,14.3,Cairo
2000-11-13,0.0,27.6,17.7,16.2,Cairo
2000-11-14,0.0,25.8,16.2,13.7,Cairo
2000-11-15,0.0,26.7,14.2,16.6,Cairo
2000-11-16,0.0,26.7,15.5,21.4,Cairo
2000-11-17,0.0,25.9,13.4,18.6,Cairo
2000-11-18,0.0,24.0,12.3,17.6,Cairo
2000-11-19,0.0,24.6,13.7,13.4,Cairo
2000-11-20,0.0,24.5,11.9,14.2,Cairo
2000-11-21,0.0,24.1,12.4,16.6,Cairo
2000-11-22,0.0,24.5,12.0,14.2,Cairo
2000-11-23,0.0,24.7,11.8,12.9,Cairo
2000-11-24,0.0,23.2,12.4,14.3,Cairo
2000-11-25,0.0,23.4,11.4,12.7,Cairo
2000-11-26,0.0,24.6,11.4,12.3,Cairo
2000-11-27,0.0,25.0,11.0,13.7,Cairo
2000-11-28,1.6,21.5,12.1,24.2,Cairo
2000-11-29,0.0,18.9,12.9,29.8,Cairo
2000-11-30,0.0,18.9,12.1,27.2,Cairo
2000-12-01,0.0,21.9,11.0,10.7,Cairo
2000-12-02,0.0,21.6,10.8,12.2,Cairo
2000-12-03,0.0,21.4,10.9,13.2,Cairo
2000-12-04,0.0,23.4,11.4,14.8,Cairo
2000-12-05,0.0,22.8,11.7,9.4,Cairo
2000-12-06,0.0,22.4,9.9,11.3,Cairo
2000-12-07,1.2,20.7,12.8,10.3,Cairo
2000-12-08,0.1,20.0,11.7,10.8,Cairo
2000-12-09,2.4,18.9,12.2,27.0,Cairo
2000-12-10,0.0,19.6,11.9,16.6,Cairo
2000-12-11,0.0,19.2,10.4,15.6,Cairo
2000-12-12,0.0,20.3,13.0,18.8,Cairo
2000-12-13,0.0,19.4,10.7,19.8,Cairo
2000-12-14,0.4,17.9,11.4,21.6,Cairo
2000-12-15,0.0,20.3,10.3,9.7,Cairo
2000-12-16,0.0,21.0,9.4,11.0,Cairo
2000-12-17,0.0,21.5,10.6,9.5,Cairo
2000-12-18,0.0,20.9,9.4,10.6,Cairo
2000-12-19,0.0,19.8,9.4,18.8,Cairo
2000-12-20,0.0,19.1,10.3,20.8,Cairo
2000-12-21,0.0,18.9,10.1,9.8,Cairo
2000-12-22,0.0,19.7,8.0,10.2,Cairo
2000-12-23,0.0,20.4,5.7,17.8,Cairo
2000-12-24,0.0,20.4,8.2,25.0,Cairo
2000-12-25,0.0,18.8,10.1,12.8,Cairo
2000-12-26,0.0,19.5,6.8,10.2,Cairo
2000-12-27,0.0,20.1,4.7,10.9,Cairo
2000-12-28,0.0,22.4,5.5,13.0,Cairo
2000-12-29,0.0,21.3,9.1,29.9,Cairo
2000-12-30,0.0,19.8,7.7,19.9,Cairo
2000-12-31,0.0,20.9,7.4,12.0,Cairo
2001-01-01,0.0,21.2,6.0,18.6,Cairo
2001-01-02,0.7,18.1,8.0,24.5,Cairo
2001-01-03,0.1,19.9,10.6,15.7,Cairo
2001-01-04,0.0,19.0,10.5,9.3,Cairo
2001-01-05,0.0,19.8,9.3,11.2,Cairo
2001-01-06,0.4,19.0,7.4,21.0,Cairo
2001-01-07,0.1,19.7,10.3,12.4,Cairo
2001-01-08,0.0,20.3,8.7,14.3,Cairo
2001-01-09,0.0,20.2,7.4,13.0,Cairo
2001-01-10,0.0,20.5,7.5,12.8,Cairo
2001-01-11,0.0,20.4,7.1,15.0,Cairo
2001-01-12,0.0,19.5,12.1,12.7,Cairo
2001-01-13,0.0,20.0,8.8,11.0,Cairo
2001-01-14,0.0,22.7,7.4,11.9,Cairo
2001-01-15,0.0,23.3,8.6,18.0,Cairo
2001-01-16,0.0,20.7,8.4,10.0,Cairo
2001-01-17,0.0,21.5,7.8,9.4,Cairo
2001-01-18,0.0,19.9,7.6,20.9,Cairo
2001-01-19,0.0,18.1,8.9,17.4,Cairo
2001-01-20,0.0,18.4,8.7,9.4,Cairo
2001-01-21,0.0,19.2,6.1,10.6,Cairo
2001-01-22,0.0,17.7,8.2,17.1,Cairo
2001-01-23,0.0,18.3,8.4,22.1,Cairo
2001-01-24,0.0,18.1,6.7,16.5,Cairo
2001-01-25,0.1,18.8,7.6,19.7,Cairo
2001-01-26,0.0,18.2,10.1,14.9,Cairo
2001-01-27,0.0,17.7,4.7,17.9,Cairo
2001-01-28,0.0,19.6,4.9,14.6,Cairo
2001-01-29,0.0,21.2,5.4,13.3,Cairo
2001-01-30,0.0,23.8,4.3,11.3,Cairo
2001-01-31,0.0,23.7,6.2,15.3,Cairo
2001-02-01,0.0,21.7,8.9,12.3,Cairo
2001-02-02,0.0,22.5,5.9,10.1,Cairo
2001-02-03,0.0,18.3,9.6,27.1,Cairo
2001-02-04,0.0,18.4,8.9,19.0,Cairo
2001-02-05,0.0,19.5,9.5,16.6,Cairo
2001-02-06,0.0,20.3,9.4,16.4,Cairo
2001-02-07,0.0,18.9,9.8,17.3,Cairo
2001-02-08,0.0,20.2,9.5,22.7,Cairo
2001-02-09,0.0,20.6,9.8,17.7,Cairo
2001-02-10,0.0,21.2,8.0,18.0,Cairo
2001-02-11,0.0,23.0,7.6,15.3,Cairo
2001-02-12,0.0,22.2,6.7,12.1,Cairo
2001-02-13,0.0,21.1,7.2,10.9,Cairo
2001-02-14,0.0,20.9,5.6,22.2,Cairo
2001-02-15,0.0,19.5,8.0,12.9,Cairo
2001-02-16,0.0,19.7,8.7,14.7,Cairo
2001-02-17,0.1,17.2,8.5,28.2,Cairo
2001-02-18,0.0,19.8,7.5,10.2,Cairo
2001-02-19,0.0,19.8,7.1,11.2,Cairo
2001-02-20,0.0,17.0,8.0,32.2,Cairo
2001-02-21,0.0,16.3,6.7,19.6,Cairo
2001-02-22,0.0,18.7,4.9,19.6,Cairo
2001-02-23,0.0,19.9,7.2,17.7,Cairo
2001-02-24,0.0,21.4,6.3,16.1,Cairo
2001-02-25,0.0,23.3,7.1,9.6,Cairo
2001-02-26,0.0,25.8,8.5,12.1,Cairo
2001-02-27,0.0,26.2,7.6,15.0,Cairo
2001-02-28,0.0,29.5,10.0,8.1,Cairo
2001-03-01,0.0,30.5,16.6,25.5,Cairo
2001-03-02,0.0,23.6,9.8,19.4,Cairo
2001-03-03,0.0,22.8,8.7,19.2,Cairo
2001-03-04,0.0,24.0,10.0,23.5,Cairo
2001-03-05,0.0,25.1,11.5,19.3,Cairo
2001-03-06,0.0,26.3,12.6,20.4,Cairo
2001-03-07,0.0,25.8,9.2,12.4,Cairo
2001-03-08,0.0,26.3,13.1,18.0,Cairo
2001-03-09,0.0,21.2,11.8,15.3,Cairo
2001-03-10,0.0,24.7,10.5,16.8,Cairo
2001-03-11,0.0,26.8,12.1,15.8,Cairo
2001-03-12,0.0,26.3,13.3,19.9,Cairo
2001-03-13,0.8,22.7,14.6,16.7,Cairo
2001-03-14,0.0,22.8,10.5,13.0,Cairo
2001-03-15,0.0,26.6,10.9,19.5,Cairo
2001-03-16,0.0,23.3,10.2,16.1,Cairo
2001-03-17,0.0,24.8,10.2,20.9,Cairo
2001-03-18,0.0,27.0,11.1,19.8,Cairo
2001-03-19,0.0,29.0,11.8,20.1,Cairo
2001-03-20,0.0,30.4,13.2,16.3,Cairo
2001-03-21,0.0,29.5,12.2,17.6,Cairo
2001-03-22,0.0,26.6,12.2,17.2,Cairo
2001-03-23,0.0,30.2,12.3,29.4,Cairo
2001-03-24,0.0,25.3,13.5,24.2,Cairo
2001-03-25,0.0,27.6,11.7,11.5,Cairo
2001-03-26,0.0,30.4,11.8,13.2,Cairo
2001-03-27,0.0,33.8,13.9,18.8,Cairo
2001-03-28,0.0,35.0,15.1,15.5,Cairo
2001-03-29,0.0,34.4,16.2,16.1,Cairo
2001-03-30,0.0,35.0,16.4,11.3,Cairo
2001-03-31,0.0,38.1,21.6,31.4,Cairo
2001-04-01,0.0,30.6,15.2,25.3,Cairo
2001-04-02,0.0,26.5,16.5,28.7,Cairo
2001-04-03,0.2,25.9,14.8,23.5,Cairo
2001-04-04,0.0,24.7,12.6,16.6,Cairo
2001-04-05,0.0,23.2,12.2,19.1,Cairo
2001-04-06,0.0,23.9,12.0,11.5,Cairo
2001-04-07,0.0,24.4,13.6,24.9,Cairo
2001-04-08,0.0,25.4,12.9,17.5,Cairo
2001-04-09,0.0,27.8,11.6,14.1,Cairo
2001-04-10,0.0,27.0,15.3,16.4,Cairo
2001-04-11,0.0,27.3,11.9,17.4,Cairo
2001-04-12,0.0,27.0,12.5,18.2,Cairo
2001-04-13,0.0,29.4,13.3,14.9,Cairo
2001-04-14,0.0,26.3,16.8,19.2,Cairo
2001-04-15,0.0,26.1,12.1,17.6,Cairo
2001-04-16,0.0,29.8,12.7,14.8,Cairo
2001-04-17,0.0,34.1,16.1,15.1,Cairo
2001-04-18,0.0,37.0,20.2,30.9,Cairo
2001-04-19,0.0,29.5,14.2,21.7,Cairo
2001-04-20,0.0,29.4,12.1,19.1,Cairo
2001-04-21,0.0,34.7,13.5,15.5,Cairo
2001-04-22,0.0,36.5,21.2,24.8,Cairo
2001-04-23,0.0,29.8,18.8,23.3,Cairo
2001-04-24,0.0,27.1,14.2,20.6,Cairo
2001-04-25,0.0,26.8,12.6,19.8,Cairo
2001-04-26,0.0,25.4,13.1,19.2,Cairo
2001-04-27,0.0,28.5,12.5,20.8,Cairo
2001-04-28,0.0,30.3,13.4,17.7,Cairo
2001-04-29,0.0,32.0,13.8,10.0,Cairo
2001-04-30,0.0,38.3,23.2,33.8,Cairo
2001-05-01,0.3,29.9,18.1,28.0,Cairo
2001-05-02,0.0,29.6,17.5,18.5,Cairo
2001-05-03,0.0,30.0,15.9,17.2,Cairo
2001-05-04,0.0,32.0,13.8,11.4,Cairo
2001-05-05,0.0,37.2,16.8,19.8,Cairo
2001-05-06,0.0,34.3,20.0,34.7,Cairo
2001-05-07,0.0,29.1,15.7,23.2,Cairo
2001-05-08,0.0,29.7,13.8,16.9,Cairo
2001-05-09,0.0,30.2,17.5,21.4,Cairo
2001-05-10,0.0,28.1,14.7,16.6,Cairo
2001-05-11,0.0,29.2,15.2,14.4,Cairo
2001-05-12,0.0,37.2,18.0,31.4,Cairo
2001-05-13,0.0,30.4,20.2,21.9,Cairo
2001-05-14,0.0,27.9,15.4,19.8,Cairo
2001-05-15,0.0,27.5,14.0,25.1,Cairo
2001-05-16,0.0,27.5,13.1,21.3,Cairo
2001-05-17,0.0,28.9,13.4,20.9,Cairo
2001-05-18,0.0,30.8,13.7,20.7,Cairo
2001-05-19,0.0,32.4,13.9,21.8,Cairo
2001-05-20,0.0,34.6,14.5,24.7,Cairo
2001-05-21,0.0,37.5,17.3,22.7,Cairo
2001-05-22,0.0,35.9,17.8,22.7,Cairo
2001-05-23,0.0,37.1,18.5,24.2,Cairo
2001-05-24,0.0,38.7,19.7,24.9,Cairo
2001-05-25,0.0,39.1,19.9,21.3,Cairo
2001-05-26,0.0,41.0,21.9,18.7,Cairo
2001-05-27,0.0,42.0,23.9,20.8,Cairo
2001-05-28,0.0,37.7,20.6,22.9,Cairo
2001-05-29,0.0,31.9,17.8,23.0,Cairo
2001-05-30,0.0,33.2,17.1,18.9,Cairo
2001-05-31,0.0,34.7,18.5,20.8,Cairo
2001-06-01,0.0,36.7,18.3,19.7,Cairo
2001-06-02,0.0,37.3,19.4,21.2,Cairo
2001-06-03,0.0,36.0,18.3,18.3,Cairo
2001-06-04,0.0,35.9,18.2,24.1,Cairo
2001-06-05,0.0,35.6,18.1,26.4,Cairo
2001-06-06,0.0,31.1,16.7,23.9,Cairo
2001-06-07,0.0,30.5,16.5,19.4,Cairo
2001-06-08,0.0,31.9,15.8,19.1,Cairo
2001-06-09,0.0,33.3,16.0,20.7,Cairo
2001-06-10,0.0,33.5,17.2,18.2,Cairo
2001-06-11,0.0,36.1,17.3,21.7,Cairo
2001-06-12,0.0,37.2,17.7,18.9,Cairo
2001-06-13,0.0,38.2,18.8,18.9,Cairo
2001-06-14,0.0,39.2,19.3,18.7,Cairo
2001-06-15,0.0,38.8,19.5,18.9,Cairo
2001-06-16,0.0,35.6,17.7,23.1,Cairo
2001-06-17,0.0,33.3,17.8,18.4,Cairo
2001-06-18,0.0,33.0,19.6,17.1,Cairo
2001-06-19,0.0,35.3,18.8,16.8,Cairo
2001-06-20,0.0,38.2,19.8,18.8,Cairo
2001-06-21,0.0,38.2,20.2,22.9,Cairo
2001-06-22,0.0,35.3,19.6,21.7,Cairo
2001-06-23,0.0,32.6,18.3,19.9,Cairo
2001-06-24,0.0,32.8,17.5,18.4,Cairo
2001-06-25,0.0,33.7,17.2,18.4,Cairo
2001-06-26,0.0,33.7,17.6,20.2,Cairo
2001-06-27,0.0,34.1,19.9,19.2,Cairo
2001-06-28,0.0,33.7,19.2,17.8,Cairo
2001-06-29,0.0,34.2,19.5,15.9,Cairo
2001-06-30,0.0,35.8,19.3,20.6,Cairo
2001-07-01,0.0,35.0,19.2,20.3,Cairo
2001-07-02,0.0,34.9,19.4,19.6,Cairo
2001-07-03,0.0,35.0,19.0,18.4,Cairo
2001-07-04,0.0,33.9,19.2,19.4,Cairo
2001-07-05,0.0,32.7,19.1,18.7,Cairo
2001-07-06,0.0,34.0,19.1,16.1,Cairo
2001-07-07,0.0,35.8,19.4,17.8,Cairo
2001-07-08,0.0,34.3,19.9,13.8,Cairo
2001-07-09,0.0,36.8,20.4,17.5,Cairo
2001-07-10,0.0,38.6,20.2,14.8,Cairo
2001-07-11,0.0,37.7,20.7,15.5,Cairo
2001-07-12,0.0,37.8,21.2,15.5,Cairo
2001-07-13,0.0,38.6,21.1,16.8,Cairo
2001-07-14,0.0,37.1,22.1,15.1,Cairo
2001-07-15,0.0,37.1,22.1,15.4,Cairo
2001-07-16,0.0,37.8,21.6,21.1,Cairo
2001-07-17,0.0,36.2,20.8,20.1,Cairo
2001-07-18,0.0,37.9,20.5,14.8,Cairo
2001-07-19,0.0,37.0,22.3,14.6,Cairo
2001-07-20,0.0,36.5,21.7,13.0,Cairo
2001-07-21,0.0,38.4,21.0,17.0,Cairo
2001-07-22,0.0,38.3,21.0,17.7,Cairo
2001-07-23,0.0,36.1,21.8,17.3,Cairo
2001-07-24,0.0,35.2,20.4,17.7,Cairo
2001-07-25,0.0,34.4,19.4,15.9,Cairo
2001-07-26,0.0,35.5,19.0,16.9,Cairo
2001-07-27,0.0,36.7,20.7,16.3,Cairo
2001-07-28,0.0,37.6,20.9,19.1,Cairo
2001-07-29,0.0,36.9,20.9,18.0,Cairo
2001-07-30,0.0,36.8,20.8,16.8,Cairo
2001-07-31,0.0,36.7,22.7,15.7,Cairo
2001-08-01,0.0,35.9,21.3,15.8,Cairo
2001-08-02,0.0,35.2,21.6,14.5,Cairo
2001-08-03,0.0,35.9,22.3,13.0,Cairo
2001-08-04,0.0,36.9,22.7,15.5,Cairo
2001-08-05,0.0,35.8,23.4,16.7,Cairo
2001-08-06,0.0,36.9,23.4,17.3,Cairo
2001-08-07,0.0,37.4,23.5,14.2,Cairo
2001-08-08,0.0,38.3,22.0,20.3,Cairo
2001-08-09,0.0,38.0,21.4,19.3,Cairo
2001-08-10,0.0,38.1,22.9,14.2,Cairo
2001-08-11,0.0,38.9,22.1,12.4,Cairo
2001-08-12,0.0,38.9,23.4,18.7,Cairo
2001-08-13,0.0,37.5,22.4,15.3,Cairo
2001-08-14,0.0,36.5,21.7,17.8,Cairo
2001-08-15,0.0,35.0,21.3,15.9,Cairo
2001-08-16,0.0,36.4,21.3,19.0,Cairo
2001-08-17,0.0,36.0,20.1,15.9,Cairo
2001-08-18,0.0,34.6,21.5,20.3,Cairo
2001-08-19,0.0,34.8,21.9,16.3,Cairo
2001-08-20,0.0,35.5,21.2,16.6,Cairo
2001-08-21,0.0,35.9,21.0,17.2,Cairo
2001-08-22,0.0,35.1,21.8,16.6,Cairo
2001-08-23,0.0,36.2,21.4,15.3,Cairo
2001-08-24,0.0,39.3,20.8,13.4,Cairo
2001-08-25,0.0,40.0,23.2,17.6,Cairo
2001-08-26,0.0,36.2,23.0,19.9,Cairo
2001-08-27,0.0,35.1,23.2,17.4,Cairo
2001-08-28,0.0,34.4,21.4,15.2,Cairo
2001-08-29,0.0,35.2,21.3,16.3,Cairo
2001-08-30,0.0,35.3,21.8,15.5,Cairo
2001-08-31,0.0,34.9,20.1,15.8,Cairo
2001-09-01,0.0,36.2,22.0,20.3,Cairo
2001-09-02,0.0,36.5,21.3,19.5,Cairo
2001-09-03,0.0,35.6,21.8,19.1,Cairo
2001-09-04,0.0,37.3,20.9,24.1,Cairo
2001-09-05,0.0,37.5,21.3,19.3,Cairo
2001-09-06,0.0,38.7,22.1,15.6,Cairo
2001-09-07,0.0,36.4,21.8,21.7,Cairo
2001-09-08,0.0,33.2,21.2,15.5,Cairo
2001-09-09,0.0,35.2,20.8,18.0,Cairo
2001-09-10,0.0,35.0,21.1,16.6,Cairo
2001-09-11,0.0,33.1,20.3,18.0,Cairo
2001-09-12,0.0,34.6,18.9,18.6,Cairo
2001-09-13,0.0,36.9,22.4,21.6,Cairo
2001-09-14,0.0,32.3,21.2,17.9,Cairo
2001-09-15,0.0,31.6,18.9,16.6,Cairo
2001-09-16,0.0,31.5,18.3,18.1,Cairo
2001-09-17,0.0,32.0,18.2,16.8,Cairo
2001-09-18,0.0,33.0,18.6,20.0,Cairo
2001-09-19,0.0,32.4,18.9,17.7,Cairo
2001-09-20,0.0,35.2,17.8,17.9,Cairo
2001-09-21,0.0,35.5,21.3,18.1,Cairo
2001-09-22,0.0,35.0,22.4,16.6,Cairo
2001-09-23,0.0,35.8,21.5,16.3,Cairo
2001-09-24,0.0,36.0,20.2,17.8,Cairo
2001-09-25,0.0,34.1,20.1,16.6,Cairo
2001-09-26,0.0,35.4,20.9,16.4,Cairo
2001-09-27,0.0,35.6,21.9,18.2,Cairo
2001-09-28,0.0,32.6,22.7,20.9,Cairo
2001-09-29,0.0,30.8,17.9,18.8,Cairo
2001-09-30,0.0,30.7,18.7,17.7,Cairo
2001-10-01,0.0,32.1,17.5,16.9,Cairo
2001-10-02,0.0,31.2,16.8,15.5,Cairo
2001-10-03,0.0,31.6,16.9,15.5,Cairo
2001-10-04,0.0,31.5,18.1,14.9,Cairo
2001-10-05,0.0,31.7,18.6,16.6,Cairo
2001-10-06,0.0,31.0,17.2,16.9,Cairo
2001-10-07,0.0,31.6,17.8,15.1,Cairo
2001-10-08,0.0,31.5,18.0,16.3,Cairo
2001-10-09,0.0,31.3,18.8,16.8,Cairo
2001-10-10,0.0,31.0,18.7,19.7,Cairo
2001-10-11,0.0,30.1,18.4,14.7,Cairo
2001-10-12,0.0,29.9,18.5,10.2,Cairo
2001-10-13,0.0,30.9,18.9,10.6,Cairo
2001-10-14,0.0,31.8,20.0,13.7,Cairo
2001-10-15,0.0,31.4,18.4,16.7,Cairo
2001-10-16,0.0,29.6,17.7,18.7,Cairo
2001-10-17,0.0,27.8,17.6,14.8,Cairo
2001-10-18,0.0,28.7,18.2,13.7,Cairo
2001-10-19,0.0,29.4,17.3,11.2,Cairo
2001-10-20,0.0,29.4,18.3,15.1,Cairo
2001-10-21,0.0,28.2,17.3,15.7,Cairo
2001-10-22,0.0,28.3,17.9,16.4,Cairo
2001-10-23,0.0,29.0,16.2,10.3,Cairo
2001-10-24,0.0,29.2,19.4,16.1,Cairo
2001-10-25,0.0,27.8,17.1,16.8,Cairo
2001-10-26,0.0,27.2,16.0,18.7,Cairo
2001-10-27,0.0,26.0,14.9,16.5,Cairo
2001-10-28,0.0,25.1,14.5,19.2,Cairo
2001-10-29,0.0,25.3,15.1,19.4,Cairo
2001-10-30,0.0,24.7,13.9,16.3,Cairo
2001-10-31,0.0,26.1,12.6,18.4,Cairo
2001-11-01,0.0,26.1,13.2,15.9,Cairo
2001-11-02,0.0,26.2,14.1,14.8,Cairo
2001-11-03,0.0,26.8,12.6,13.8,Cairo
2001-11-04,0.0,27.1,14.3,14.1,Cairo
2001-11-05,0.0,27.1,15.4,22.2,Cairo
2001-11-06,0.0,24.7,13.0,22.3,Cairo
2001-11-07,0.0,24.9,14.7,13.3,Cairo
2001-11-08,0.0,25.0,14.3,11.6,Cairo
2001-11-09,0.0,25.4,13.8,10.2,Cairo
2001-11-10,0.0,27.5,14.8,15.3,Cairo
